genome_id	dog	bin_idx	read_hits	sample_hits	samples	bin_start	bin_stop
G000436435	No	638	32	14	[10317.000035779,10317.000094753,10317.000100524,10317.000101073,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3406698	3412046
G000436435	Yes	638	68	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	3406698	3412046
G000436435	not provided	638	16	7	[10317.000101094,10317.000101180,10317.000101211,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3406698	3412046
G000436435	No	639	36	12	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101174,10317.000101175,10317.000101198,10317.000101250]	3412046	3417395
G000436435	Yes	639	32	8	[10317.000097005,10317.000101074,10317.000101076,10317.000101112,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3412046	3417395
G000436435	not provided	639	20	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3412046	3417395
G000436435	No	640	12	10	[10317.000035779,10317.000094753,10317.000100515,10317.000101096,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3417395	3422743
G000436435	Yes	640	15	9	[10317.000096989,10317.000097005,10317.000098435,10317.000101074,10317.000101112,10317.000101124,10317.000101132,10317.000101145,10317.000101389]	3417395	3422743
G000436435	not provided	640	1	1	[10317.000101211]	3417395	3422743
G000436435	No	641	22	9	[10317.000035779,10317.000094753,10317.000101103,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3422743	3428091
G000436435	Yes	641	35	12	[10317.000096861,10317.000096909,10317.000096989,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101262,10317.000101389]	3422743	3428091
G000436435	not provided	641	20	6	[10317.000101094,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	3422743	3428091
G000436435	No	642	60	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3428091	3433439
G000436435	Yes	642	113	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3428091	3433439
G000436435	not provided	642	31	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3428091	3433439
G000436435	No	643	52	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3433439	3438787
G000436435	Yes	643	118	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101262,10317.000101389]	3433439	3438787
G000436435	not provided	643	33	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3433439	3438787
G000436435	No	644	53	13	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386]	3438787	3444135
G000436435	Yes	644	98	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3438787	3444135
G000436435	not provided	644	28	8	[10317.000075986,10317.000101094,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3438787	3444135
G000436435	No	645	25	12	[10317.000094753,10317.000100524,10317.000101073,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386]	3444135	3449483
G000436435	Yes	645	84	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	3444135	3449483
G000436435	not provided	645	16	7	[10317.000075986,10317.000101094,10317.000101178,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3444135	3449483
G000436435	No	646	48	14	[10317.000035779,10317.000094753,10317.000100524,10317.000101073,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3449483	3454831
G000436435	Yes	646	81	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3449483	3454831
G000436435	not provided	646	19	6	[10317.000075986,10317.000101211,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3449483	3454831
G000436435	No	647	44	12	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3454831	3460179
G000436435	Yes	647	87	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3454831	3460179
G000436435	not provided	647	29	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3454831	3460179
G000436435	No	648	54	13	[10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3460179	3465527
G000436435	Yes	648	120	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3460179	3465527
G000436435	not provided	648	36	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3460179	3465527
G000436435	No	649	49	12	[10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3465527	3470875
G000436435	Yes	649	115	18	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3465527	3470875
G000436435	not provided	649	23	6	[10317.000101178,10317.000101180,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3465527	3470875
G000436435	No	650	53	15	[10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3470875	3476223
G000436435	Yes	650	119	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	3470875	3476223
G000436435	not provided	650	27	7	[10317.000101178,10317.000101180,10317.000101211,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3470875	3476223
G000436435	No	651	69	13	[10317.000094753,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101104,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3476223	3481571
G000436435	Yes	651	125	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3476223	3481571
G000436435	not provided	651	25	7	[10317.000101178,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3476223	3481571
G000436435	No	652	74	17	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101073,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3481571	3486919
G000436435	Yes	652	117	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3481571	3486919
G000436435	not provided	652	40	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3481571	3486919
G000436435	No	653	34	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3486919	3492267
G000436435	Yes	653	66	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3486919	3492267
G000436435	not provided	653	15	7	[10317.000075986,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3486919	3492267
G000436435	No	654	37	10	[10317.000035779,10317.000092644,10317.000094753,10317.000101078,10317.000101096,10317.000101104,10317.000101174,10317.000101250,10317.000101386,10317.000102791]	3492267	3497615
G000436435	Yes	654	87	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	3492267	3497615
G000436435	not provided	654	25	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3492267	3497615
G000436435	No	655	34	10	[10317.000092644,10317.000094753,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3497615	3502963
G000436435	Yes	655	98	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3497615	3502963
G000436435	not provided	655	25	7	[10317.000075986,10317.000101094,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3497615	3502963
G000436435	No	656	34	11	[10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101104,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3502963	3508311
G000436435	Yes	656	106	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3502963	3508311
G000436435	not provided	656	25	6	[10317.000101094,10317.000101178,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	3502963	3508311
G000436435	No	657	31	11	[10317.000035779,10317.000092644,10317.000094753,10317.000101078,10317.000101096,10317.000101104,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3508311	3513659
G000436435	Yes	657	109	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3508311	3513659
G000436435	not provided	657	32	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3508311	3513659
G000436435	No	658	52	16	[10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101073,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3513659	3519007
G000436435	Yes	658	118	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3513659	3519007
G000436435	not provided	658	37	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3513659	3519007
G000436435	No	659	42	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3519007	3524355
G000436435	Yes	659	115	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3519007	3524355
G000436435	not provided	659	23	8	[10317.000075986,10317.000101178,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3519007	3524355
G000436435	No	660	16	6	[10317.000035779,10317.000092644,10317.000101104,10317.000101175,10317.000101386,10317.000102791]	3524355	3529703
G000436435	Yes	660	50	13	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101242,10317.000101389]	3524355	3529703
G000436435	not provided	660	17	6	[10317.000101178,10317.000101180,10317.000101211,10317.000101252,10317.000102740,10317.000102741]	3524355	3529703
G000436435	No	661	27	10	[10317.000035779,10317.000094753,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3529703	3535051
G000436435	Yes	661	73	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101242,10317.000101262,10317.000101389]	3529703	3535051
G000436435	not provided	661	16	8	[10317.000075986,10317.000101094,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3529703	3535051
G000436435	No	662	38	12	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101386,10317.000102791,10317.000103679]	3535051	3540399
G000436435	Yes	662	89	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3535051	3540399
G000436435	not provided	662	18	6	[10317.000075986,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3535051	3540399
G000436435	No	663	43	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3540399	3545747
G000436435	Yes	663	113	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3540399	3545747
G000436435	not provided	663	27	9	[10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3540399	3545747
G000436435	No	664	41	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101073,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3545747	3551095
G000436435	Yes	664	121	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3545747	3551095
G000436435	not provided	664	18	7	[10317.000075986,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3545747	3551095
G000436435	No	665	65	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3551095	3556443
G000436435	Yes	665	120	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3551095	3556443
G000436435	not provided	665	29	8	[10317.000075986,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3551095	3556443
G000436435	No	666	40	12	[10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3556443	3561791
G000436435	Yes	666	74	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	3556443	3561791
G000436435	not provided	666	24	8	[10317.000075986,10317.000101094,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3556443	3561791
G000436435	No	667	33	10	[10317.000035779,10317.000094753,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3561791	3567140
G000436435	Yes	667	38	9	[10317.000096909,10317.000101074,10317.000101100,10317.000101112,10317.000101124,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3561791	3567140
G000436435	not provided	667	18	5	[10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	3561791	3567140
G000436435	No	668	29	11	[10317.000035779,10317.000092644,10317.000094753,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3567140	3572488
G000436435	Yes	668	66	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101262,10317.000101389]	3567140	3572488
G000436435	not provided	668	20	8	[10317.000075986,10317.000101094,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102741]	3567140	3572488
G000436435	No	669	52	13	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101386]	3572488	3577836
G000436435	Yes	669	101	18	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3572488	3577836
G000436435	not provided	669	29	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3572488	3577836
G000436435	No	670	38	14	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3577836	3583184
G000436435	Yes	670	93	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3577836	3583184
G000436435	not provided	670	24	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3577836	3583184
G000436435	No	671	55	12	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3583184	3588532
G000436435	Yes	671	117	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3583184	3588532
G000436435	not provided	671	27	9	[10317.000075986,10317.000101094,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3583184	3588532
G000436435	No	672	30	10	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101386,10317.000102791,10317.000103679]	3588532	3593880
G000436435	Yes	672	81	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262]	3588532	3593880
G000436435	not provided	672	26	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3588532	3593880
G000436435	No	673	24	9	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101250,10317.000101386,10317.000102791]	3593880	3599228
G000436435	Yes	673	58	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101114,10317.000101119,10317.000101124,10317.000101242,10317.000101262,10317.000101389]	3593880	3599228
G000436435	not provided	673	16	7	[10317.000075986,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3593880	3599228
G000436435	No	674	29	10	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3599228	3604576
G000436435	Yes	674	97	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3599228	3604576
G000436435	not provided	674	23	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3599228	3604576
G000436435	No	675	28	11	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3604576	3609924
G000436435	Yes	675	76	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242]	3604576	3609924
G000436435	not provided	675	20	8	[10317.000075986,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3604576	3609924
G000436435	No	676	34	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	3609924	3615272
G000436435	Yes	676	72	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3609924	3615272
G000436435	not provided	676	19	8	[10317.000075986,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3609924	3615272
G000436435	No	677	68	14	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	3615272	3620620
G000436435	Yes	677	136	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	3615272	3620620
G000436435	not provided	677	44	8	[10317.000075986,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3615272	3620620
G000436435	No	678	39	11	[10317.000092644,10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	3620620	3625968
G000436435	Yes	678	93	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	3620620	3625968
G000436435	not provided	678	26	7	[10317.000075986,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3620620	3625968
G000436435	No	679	31	7	[10317.000094753,10317.000100524,10317.000101096,10317.000101133,10317.000101174,10317.000101386,10317.000102791]	3625968	3631316
G000436435	Yes	679	33	12	[10317.000096861,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101132,10317.000101145,10317.000101242]	3625968	3631316
G000436435	not provided	679	21	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	3625968	3631316
G000436435	No	680	24	10	[10317.000094753,10317.000100524,10317.000101073,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101198,10317.000101386,10317.000102791]	3631316	3636664
G000436435	Yes	680	28	9	[10317.000096861,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101242]	3631316	3636664
G000436435	not provided	680	15	4	[10317.000101212,10317.000101252,10317.000102740,10317.000102741]	3631316	3636664
G000436435	No	681	18	8	[10317.000092644,10317.000094753,10317.000101073,10317.000101096,10317.000101174,10317.000101386,10317.000102791,10317.000103679]	3636664	3642012
G000436435	Yes	681	12	9	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000101074,10317.000101076,10317.000101124,10317.000101389]	3636664	3642012
G000436435	not provided	681	7	4	[10317.000101211,10317.000101252,10317.000102740,10317.000102741]	3636664	3642012
G000436435	No	682	22	6	[10317.000101078,10317.000101096,10317.000101104,10317.000101175,10317.000101386,10317.000102791]	3642012	3647360
G000436435	Yes	682	6	3	[10317.000101074,10317.000101242,10317.000101389]	3642012	3647360
G000436435	not provided	682	9	3	[10317.000075986,10317.000101212,10317.000102741]	3642012	3647360
